Name,Age,City_Tier,Job_Type,Monthly_Income,EMI_Amount,Active_Loans,Credit_Utilization(%),UPI_Transactions,Bill_Payment_History(%),Bank_Balance_Variance,Is_MSME,GST_Revenue,Invoice_Defaults,Credit_Score
Kalpit Raman,44,2,Self-Employed,23896,16488,2,60,46,98,43,0,0,0,651
Januja Wali,31,1,Self-Employed,17563,6849,2,93,32,91,45,0,0,0,642
Lajita Dani,50,2,Salaried,40546,14191,1,81,48,94,40,1,94020,1,710
Brinda Devan,55,2,Salaried,22560,4286,2,89,52,72,30,1,95261,1,688
Lohit Barad,53,1,Salaried,27252,10900,0,24,45,82,21,1,166951,0,748
Januja Reddy,56,1,Salaried,16998,11728,1,19,43,83,39,1,335722,0,742
Damyanti Menon,41,1,Self-Employed,21534,6675,2,80,49,81,27,0,0,0,668
Robert Guha,58,2,Self-Employed,28259,7629,1,43,48,75,12,1,182146,0,739
Janaki Krish,25,2,Self-Employed,39549,18588,2,38,59,75,10,0,0,0,639
Wyatt Datta,25,2,Salaried,34676,6935,0,45,45,98,47,1,114215,0,752
Isaac Nagarajan,41,1,Salaried,14827,593,0,89,46,74,24,0,0,0,719
Samarth Soni,45,2,Salaried,22129,11285,0,51,60,94,32,0,0,0,710
Shivani Deol,30,1,Self-Employed,28149,18296,0,57,50,79,25,0,0,0,621
Chanakya Gokhale,39,2,Salaried,12433,3854,1,24,56,87,42,0,0,0,743
Lajita Chakraborty,52,3,Salaried,13809,3728,0,31,53,87,31,0,0,0,775
Charvi Dewan,38,2,Salaried,21068,1685,0,47,56,86,35,0,0,0,772
Zayyan Wali,54,1,Self-Employed,15094,1660,0,52,49,83,29,0,0,0,782
Max Ramaswamy,35,3,Salaried,74142,39295,1,29,50,89,24,0,0,0,691
Sara Sharaf,44,1,Salaried,16280,11233,0,29,55,92,17,1,248452,0,740
Sanaya Badami,25,2,Salaried,35049,3154,0,62,49,71,12,0,0,0,703
Keya Menon,52,1,Self-Employed,30838,20969,1,23,44,88,21,0,0,0,693
Naksh Borra,29,2,Salaried,28148,15199,1,60,54,96,37,0,0,0,662
Vasatika Mangat,25,2,Self-Employed,13040,7954,2,97,49,74,21,0,0,0,550
Upasna Lalla,25,2,Student,24357,14370,0,57,69,91,24,0,0,0,648
Sai Choudhury,54,3,Self-Employed,90363,40663,1,98,57,78,48,0,0,0,648
Zehaan Issac,27,2,Self-Employed,25756,13650,1,77,55,85,25,0,0,0,622
Harinakshi Dhar,46,1,Salaried,21111,14566,2,16,59,74,49,0,0,0,650
Wriddhish Muni,21,3,Salaried,17779,6044,0,68,43,71,24,1,176703,0,641
Leena Borra,54,1,Salaried,14300,8008,1,97,43,70,31,0,0,0,611
Mugdha Baria,46,2,Salaried,28937,10706,1,27,55,84,32,1,241825,0,783
Daniel Soman,52,2,Salaried,33317,14992,2,57,57,70,39,0,0,0,659
Laban Edwin,32,3,Salaried,40292,21354,2,58,45,82,49,0,0,0,633
Alka Bala,26,2,Salaried,14037,1965,0,15,62,75,8,1,190734,3,700
Ishita Jaggi,40,3,Salaried,22255,10237,0,32,59,97,39,1,320604,0,786
Qasim Arora,39,3,Student,30638,612,0,23,52,73,14,1,430435,0,834
Zayyan Luthra,36,1,Self-Employed,10000,2200,0,85,50,96,47,1,230132,0,773
Ekalinga Srinivas,24,2,Salaried,28553,3426,2,12,58,92,26,0,0,0,768
Wazir Mital,52,2,Salaried,10788,4207,2,70,45,72,26,0,0,0,662
Indali Kala,38,1,Self-Employed,13454,4708,1,26,40,85,38,0,0,0,727
Chandran Khatri,25,1,Salaried,28484,1424,0,80,41,79,6,0,0,0,709
Qadim Butala,26,3,Self-Employed,12529,250,3,42,46,70,13,0,0,0,707
Turvi Kant,34,3,Self-Employed,12773,894,1,34,52,95,37,0,0,0,788
Yashoda Mukhopadhyay,38,2,Salaried,62062,22962,0,28,42,74,17,0,0,0,709
Warjas Rattan,30,2,Self-Employed,10283,205,2,40,51,78,38,0,0,0,742
Brinda Lanka,43,1,Student,44007,11441,1,31,49,93,26,0,0,0,764
Qadim Dave,38,1,Salaried,29683,14544,1,85,55,84,36,0,0,0,638
Akshay Sengupta,24,2,Salaried,32314,1938,3,80,62,90,17,0,0,0,698
Irya Buch,52,1,Self-Employed,65299,11100,0,99,49,91,21,0,0,0,735
Jai Jain,26,2,Salaried,18837,8288,2,27,67,91,5,0,0,0,690
Wyatt Oak,46,1,Salaried,41142,23450,0,53,56,88,29,1,397030,1,735
Zashil Babu,26,2,Salaried,10000,4100,0,30,54,75,28,1,87174,0,681
Nitesh Goyal,55,1,Self-Employed,42966,15467,0,76,27,74,23,0,0,0,691
Anita Thaker,25,1,Salaried,19204,1728,2,26,51,94,22,0,0,0,765
Ekaraj Raj,34,2,Student,23065,9917,2,76,50,99,48,1,124153,1,672
Anika Halder,22,1,Salaried,18670,2613,3,40,56,97,40,1,467677,1,782
Isaiah Desai,33,1,Salaried,19609,2941,0,57,46,80,22,0,0,0,728
Rudra Handa,25,2,Self-Employed,10000,6300,1,39,56,79,47,1,420929,0,674
Mekhala Puri,56,2,Salaried,41349,6615,1,81,36,90,43,0,0,0,750
Anthony Agarwal,56,1,Self-Employed,22814,6616,1,81,51,98,8,0,0,0,740
Sarthak Guha,39,2,Salaried,10000,2600,0,97,49,70,24,1,353614,2,706
Omaja Madan,40,1,Salaried,28253,7628,1,65,49,71,20,1,415437,1,729
Anika Karan,42,1,Salaried,11795,7312,0,29,52,96,13,0,0,0,709
Riya Ravi,51,3,Self-Employed,42914,29181,1,43,41,75,49,0,0,0,646
Indrajit Rajagopalan,24,2,Salaried,33841,6768,1,56,58,88,49,0,0,0,710
Nathan Sunder,23,1,Salaried,10000,5800,1,13,51,78,21,0,0,0,655
Sanya Kamdar,57,3,Salaried,26985,1349,2,17,46,80,9,0,0,0,808
Jagat Bawa,45,3,Salaried,13156,8551,0,45,45,84,25,0,0,0,668
Aadi Chawla,57,1,Self-Employed,26382,16356,1,87,41,83,38,1,414160,0,690
Yamini Mukhopadhyay,24,1,Student,28580,6287,1,93,47,73,49,0,0,0,639
Kamya Bains,59,2,Salaried,23541,16243,1,46,41,89,42,0,0,0,682
Radha Trivedi,27,2,Self-Employed,34742,21192,1,26,41,85,37,0,0,0,657
Arunima Lanka,27,2,Student,88961,34694,1,81,64,86,12,0,0,0,648
Daksh Shetty,45,2,Salaried,27477,10166,2,46,58,94,31,1,342933,1,773
Kashish Modi,35,2,Salaried,55964,3917,2,98,44,71,19,0,0,0,668
Aarav Bawa,27,3,Salaried,37179,743,1,94,44,77,12,1,118295,0,691
Hema Ganesh,24,3,Self-Employed,34175,18112,2,76,56,84,14,1,183700,2,606
Hemangini Rama,54,1,Salaried,24695,4939,4,17,41,90,23,0,0,0,773
Vamakshi Bal,39,2,Salaried,18459,11998,1,80,52,84,40,1,97286,0,613
Krishna Chaudry,58,2,Student,27947,18724,0,46,58,87,38,0,0,0,690
Bhavna Bajwa,47,2,Salaried,34452,21704,1,70,52,80,26,0,0,0,632
Pavani Mandal,25,3,Salaried,12040,602,1,41,42,91,31,0,0,0,762
Rayaan Viswanathan,33,1,Student,15794,10897,1,36,62,90,33,0,0,0,651
Aayush Nigam,34,2,Salaried,18743,2811,0,71,48,92,32,0,0,0,739
Wakeeta Viswanathan,50,3,Self-Employed,30219,18131,2,40,47,96,6,0,0,0,695
Kabir Din,30,1,Salaried,49578,33217,1,80,49,92,42,0,0,0,610
Anjali Bhatnagar,52,3,Self-Employed,14653,6447,0,35,47,82,47,0,0,0,727
Ati Varkey,21,3,Salaried,16280,3256,2,90,55,79,21,0,0,0,643
Sanaya Sanghvi,44,1,Self-Employed,13134,7617,0,34,45,77,47,0,0,0,677
Indira Subramaniam,49,1,Salaried,15219,5022,0,66,62,71,18,0,0,0,691
Chatura Bhalla,27,1,Salaried,20450,2863,1,49,50,95,14,0,0,0,748
Manya Sant,51,1,Salaried,29957,5392,2,40,55,71,5,1,273406,2,781
Ishanvi Dara,37,2,Salaried,23104,3234,1,33,46,83,16,0,0,0,756
Aishani Anne,50,3,Salaried,21909,13145,0,40,56,95,25,0,0,0,713
Yahvi Narayan,45,1,Salaried,43225,22477,2,44,60,89,43,0,0,0,685
Gaurav Lala,48,1,Salaried,20235,5261,1,43,65,87,7,1,464581,1,799
Siya Bhatti,56,1,Salaried,21632,2812,2,12,47,81,42,0,0,0,797
Chandresh Bhat,27,3,Self-Employed,25297,7842,4,15,44,78,20,0,0,0,684
Radha Chadha,55,2,Self-Employed,22979,4825,0,75,59,96,7,0,0,0,766
Barkha Mannan,40,1,Self-Employed,21655,3031,0,38,54,89,5,0,0,0,778
Wishi Lall,34,3,Salaried,14856,9507,4,58,61,71,33,0,0,0,572
Advay Yohannan,50,3,Salaried,12468,997,1,65,53,93,6,0,0,0,778
Krish Kamdar,21,2,Self-Employed,26896,13985,1,45,51,71,34,0,0,0,618
Kashvi Menon,58,1,Salaried,15532,8387,1,23,50,77,36,1,86873,1,709
Ekalinga Mandal,45,1,Salaried,16155,8077,0,69,45,73,47,0,0,0,652
Harrison Chowdhury,54,1,Salaried,15981,7031,1,21,45,72,40,1,306201,0,765
Gaurang Manne,28,1,Salaried,31555,14199,2,65,58,84,44,1,296771,0,689
Naveen Bains,40,1,Salaried,14443,6499,0,77,48,73,29,0,0,0,645
Devika Mammen,50,3,Salaried,10000,6300,1,14,52,81,25,0,0,0,695
Keya Gala,24,1,Student,21565,4528,0,68,52,99,34,1,170562,0,728
Warinder Singhal,41,2,Salaried,17136,9938,0,16,41,80,49,0,0,0,696
Deepa Saran,47,1,Self-Employed,19904,2189,1,51,48,97,45,0,0,0,789
Jagat Rege,30,1,Self-Employed,28165,1408,1,20,48,94,17,0,0,0,798
Thomas Tailor,43,2,Salaried,32973,9891,2,92,49,74,37,0,0,0,647
Ladli Ganesan,53,1,Self-Employed,13287,1461,2,84,51,93,21,0,0,0,748
Onveer Chokshi,31,3,Self-Employed,14103,2820,1,50,45,75,30,0,0,0,701
Abeer Johal,39,1,Salaried,10393,4780,2,50,61,91,16,0,0,0,685
Lakshmi Prabhu,31,1,Self-Employed,20006,13804,2,88,56,93,21,0,0,0,591
Bhavna Bora,24,3,Student,38008,13302,0,74,50,87,32,0,0,0,670
Darpan Savant,43,3,Self-Employed,19843,12501,3,35,45,97,9,0,0,0,674
Unni Deshpande,25,3,Salaried,18954,5496,0,59,59,90,36,0,0,0,704
Om Mitra,25,3,Student,10768,3015,0,63,45,83,13,0,0,0,688
Atharv Khurana,38,3,Salaried,22192,13759,1,20,46,78,12,1,397446,2,715
Turvi Chaudhuri,37,3,Salaried,10000,2200,1,81,47,99,25,0,0,0,724
Chatresh Chaudhry,23,1,Salaried,26801,8308,0,83,48,99,12,0,0,0,691
Yahvi Murty,28,3,Salaried,75017,2250,0,17,54,80,21,0,0,0,783
Ishanvi Nigam,43,2,Salaried,12960,8553,1,95,48,71,45,0,0,0,576
Lipika Garde,43,2,Self-Employed,24606,6397,0,66,48,81,12,0,0,0,715
Ekiya Kota,22,1,Salaried,18024,6849,0,15,45,75,16,0,0,0,695
Krishna Dhillon,59,2,Salaried,59617,25039,0,96,54,85,40,0,0,0,688
Niharika Amble,41,2,Salaried,10000,3800,1,73,42,73,27,1,240665,0,705
Rachana Krish,44,3,Salaried,25152,7294,0,17,46,79,25,0,0,0,756
Hamsini Keer,58,1,Salaried,16105,1932,0,42,47,78,44,1,238378,2,836
Sara Mangat,40,1,Salaried,40116,18453,1,30,43,71,22,0,0,0,676
Leena Kothari,59,2,Salaried,10350,6831,1,57,59,79,46,0,0,0,657
Harrison Wable,47,1,Salaried,22763,8649,1,26,45,96,46,0,0,0,758
Jack Sheth,59,3,Self-Employed,54999,0,2,14,47,86,10,1,308327,1,886
Ekaraj Sethi,27,1,Salaried,14638,3366,1,44,51,73,26,0,0,0,691
Reyansh Bath,53,1,Salaried,34883,5232,3,92,58,76,16,0,0,0,688
Guneet Rajan,49,2,Student,20712,4349,1,74,46,72,27,0,0,0,699
Yuvraj Reddy,30,2,Salaried,10000,3500,2,22,55,93,30,0,0,0,724
Gabriel Hayre,30,1,Salaried,10000,6800,0,33,52,93,48,0,0,0,667
Bhavini Mangal,32,1,Salaried,20757,9755,2,53,57,96,41,1,432048,0,728
Benjamin Mammen,23,2,Self-Employed,31865,8922,0,27,56,79,24,0,0,0,713
Jackson Thaker,23,3,Salaried,47934,28760,1,58,51,73,14,0,0,0,596
Gauri Chand,33,3,Salaried,36303,21055,0,39,45,98,30,0,0,0,696
Ekapad Madan,51,2,Salaried,20116,2011,4,39,61,94,40,1,256036,1,824
Urvashi Mane,47,3,Salaried,15415,4624,3,66,57,79,14,0,0,0,680
Avi Pillay,26,1,Student,22024,2642,0,56,45,93,25,0,0,0,749
Aachal Kuruvilla,47,1,Salaried,16537,330,1,81,45,78,35,0,0,0,739
Prisha Master,55,2,Self-Employed,10000,1900,0,19,62,95,24,0,0,0,824
Nathaniel Loyal,29,3,Salaried,20465,8390,1,12,56,71,20,0,0,0,686
Libni Kara,26,1,Self-Employed,22273,11136,1,46,46,85,22,1,342152,0,707
Quincy Kohli,26,2,Self-Employed,14274,6137,2,96,53,90,43,0,0,0,621
Orinder Pant,46,1,Salaried,10000,4800,0,96,56,79,36,1,282281,0,692
Manya Acharya,39,2,Self-Employed,22483,2697,1,43,53,89,35,0,0,0,766
Aryan Puri,36,3,Salaried,23093,1154,1,42,54,77,36,0,0,0,752
Ekiya Balakrishnan,43,3,Self-Employed,14300,9867,1,72,36,71,42,0,0,0,593
Chanchal Patla,31,2,Self-Employed,58700,3522,1,87,41,93,22,0,0,0,728
Sanya Bhargava,36,1,Self-Employed,21614,1296,1,62,48,89,6,0,0,0,754
Tristan Bala,49,3,Salaried,14336,1003,1,14,48,72,18,0,0,0,787
Abha Pal,58,1,Salaried,39415,23254,1,33,52,88,34,0,0,0,711
Aishani Mittal,40,3,Salaried,13429,8594,0,34,45,84,40,0,0,0,672
Jagat Grewal,41,1,Salaried,35305,3177,0,75,57,85,33,0,0,0,745
Zilmil Thaman,48,2,Salaried,31322,15661,0,29,55,89,36,0,0,0,729
Aahana Hegde,53,2,Salaried,12461,2242,2,36,49,87,9,0,0,0,770
Eesha Natt,46,1,Salaried,44060,4406,1,44,48,96,31,0,0,0,794
Gunbir Ray,30,3,Salaried,19050,11239,0,98,44,90,37,0,0,0,614
Megha Oommen,54,2,Salaried,17102,4104,1,16,57,83,10,0,0,0,782
Arya Parmer,29,1,Salaried,15305,10101,1,17,51,72,36,0,0,0,633
Oni Behl,56,1,Self-Employed,11746,5755,2,29,54,84,39,0,0,0,714
Ekapad Chopra,31,2,Self-Employed,26677,4535,3,79,45,94,33,1,164962,0,696
Nidhi Issac,30,1,Self-Employed,24793,13636,0,79,53,74,14,1,73092,0,609
Charles Gupta,27,2,Salaried,13370,8423,1,69,56,83,34,0,0,0,606
Neha Sangha,58,2,Salaried,18820,10162,0,87,54,76,15,0,0,0,653
Oscar Pandya,36,1,Salaried,10000,900,1,27,52,82,33,1,268210,0,819
Eiravati Bath,46,1,Salaried,36041,7208,1,27,58,96,33,0,0,0,791
Gagan Krishnamurthy,52,2,Salaried,15661,939,2,98,37,73,41,0,0,0,702
Yasti Raj,51,1,Self-Employed,15490,5111,2,98,54,87,43,0,0,0,675
Mugdha Yohannan,52,1,Salaried,27779,555,0,35,43,99,40,1,95756,0,845
Tripti Hans,32,1,Self-Employed,13644,9277,0,99,46,96,28,1,485071,1,660
Lucky Badal,47,2,Self-Employed,35422,9918,1,27,53,94,11,0,0,0,773
Rayaan Om,42,1,Self-Employed,24843,13912,2,79,54,80,39,0,0,0,619
Adya Bhatt,35,3,Salaried,20068,10234,2,23,55,77,44,0,0,0,667
Indali Lalla,28,3,Self-Employed,10000,500,0,83,47,87,15,0,0,0,727
Gaurang Naidu,24,1,Salaried,86708,37284,1,47,43,90,33,0,0,0,677
Luke Zacharia,28,1,Salaried,10000,3100,2,35,52,75,6,0,0,0,679
Isha Karnik,43,3,Student,11800,2360,0,80,54,85,20,0,0,0,721
Rachita Kibe,36,2,Salaried,26941,3771,0,64,56,70,42,1,305196,0,758
Yutika Natarajan,54,3,Self-Employed,19015,7225,2,28,52,76,20,1,162800,1,718
Chavvi Tank,42,2,Self-Employed,59727,35238,0,88,53,85,35,1,422978,0,684
Xalak Wason,43,1,Salaried,29324,6158,6,86,41,90,25,0,0,0,663
Chandran Sehgal,25,3,Salaried,13610,8574,1,20,37,84,45,0,0,0,653
Pranav Ramanathan,57,2,Salaried,54663,6012,2,28,60,72,8,0,0,0,769
Garima Bhakta,27,2,Salaried,27823,1669,1,11,46,97,33,0,0,0,806
Idika Shukla,57,1,Salaried,26263,14182,1,88,49,90,29,0,0,0,669
Aayush Reddy,46,1,Self-Employed,26651,18122,0,13,47,70,30,0,0,0,667
Nikita Kadakia,48,1,Salaried,51650,33056,1,44,52,88,26,0,0,0,674
Chatura Batra,24,1,Self-Employed,25715,11828,0,83,53,95,34,1,236989,0,705
Aarav Virk,52,2,Self-Employed,16527,661,0,94,63,89,13,0,0,0,762
Urishilla Goswami,58,1,Self-Employed,20899,14420,1,10,59,98,16,0,0,0,734
Balvan Nair,29,3,Self-Employed,13712,5759,1,10,49,90,40,0,0,0,724
Unnati Bajwa,56,1,Self-Employed,35448,23041,2,54,47,96,22,0,0,0,681
Unnati Chana,46,3,Salaried,10000,1700,0,15,43,83,41,0,0,0,793
Bina Devan,31,3,Self-Employed,41948,15940,1,56,39,97,46,0,0,0,703
Krisha Mitter,40,1,Self-Employed,12802,128,2,96,57,97,46,0,0,0,742
Rohan Sawhney,58,1,Self-Employed,18065,361,1,36,51,72,11,0,0,0,790
Waida Sampath,35,2,Salaried,14083,1126,1,40,42,72,26,0,0,0,736
Zaitra Wali,55,2,Self-Employed,13363,935,1,30,38,95,21,1,88192,0,827
Megha Nagar,29,1,Self-Employed,26944,13472,0,51,40,91,48,0,0,0,679
Aradhana Puri,53,1,Salaried,31918,11171,1,40,45,80,12,1,264879,2,778
Mohini Bhargava,31,1,Salaried,28579,5144,1,27,57,99,29,1,483358,0,826
Matthew Bhavsar,42,2,Salaried,10000,1700,0,19,51,87,5,0,0,0,791
Tanveer Verma,26,1,Salaried,30563,12836,0,16,52,88,14,0,0,0,719
Zayan Malhotra,57,2,Salaried,13505,1620,0,67,61,90,20,0,0,0,784
Harini Chaudhry,41,1,Salaried,42940,14170,4,62,64,77,17,0,0,0,654
Champak Shan,32,2,Salaried,44159,15455,2,17,56,74,26,0,0,0,694
Janani Goda,27,3,Student,14660,5131,0,57,47,88,5,0,0,0,694
Ayaan Bali,22,3,Salaried,10000,6800,0,47,58,72,27,1,315615,1,647
Harrison Dash,59,1,Salaried,20563,3084,1,14,58,72,14,0,0,0,788
Jack Sanghvi,44,3,Salaried,18908,10210,2,66,52,80,5,0,0,0,639
Rayaan Shere,46,2,Self-Employed,29766,18752,2,75,50,89,44,0,0,0,633
Kevin Varughese,45,3,Self-Employed,25650,11542,2,70,52,74,29,0,0,0,643
Lekha Saraf,40,2,Salaried,30589,16518,0,18,48,98,40,0,0,0,736
Maanav Wali,22,2,Salaried,18056,7402,0,43,55,76,27,0,0,0,663
Anjali Kala,55,2,Self-Employed,43936,17135,2,35,51,80,21,0,0,0,718
Bina Kashyap,53,1,Salaried,29284,13470,0,69,58,76,6,0,0,0,679
Daksh Rastogi,37,1,Salaried,13854,2909,1,30,51,97,31,0,0,0,773
Hema Chanda,42,1,Salaried,34531,9668,0,81,43,91,25,0,0,0,715
Balvan Narasimhan,21,3,Salaried,30299,6362,1,44,47,82,39,0,0,0,703
Jatin Deo,57,3,Self-Employed,12900,5547,2,55,36,74,32,0,0,0,682
Rudra Vora,50,3,Self-Employed,11527,7377,1,46,47,74,18,1,119404,0,647
Nirja Ramaswamy,26,3,Salaried,17119,513,0,78,53,80,21,0,0,0,719
Kritika Swaminathan,34,3,Self-Employed,22407,1120,3,34,45,88,48,0,0,0,758
Mitali Wagle,56,2,Self-Employed,12159,2431,1,15,50,88,30,0,0,0,804
Chameli Nadkarni,53,1,Salaried,28121,3093,0,76,43,90,8,0,0,0,770
Hemang Soni,58,2,Salaried,38124,5718,1,55,51,85,22,0,0,0,771
Aishani Chaudhuri,59,1,Salaried,11457,5957,0,12,49,71,20,0,0,0,724
Yauvani Mall,26,1,Salaried,15602,4212,0,59,49,70,39,0,0,0,670
Samaksh Nigam,46,2,Salaried,34581,2074,1,73,57,72,36,1,454983,0,775
Vasatika Bhatnagar,44,1,Self-Employed,30790,923,1,81,57,81,9,1,386487,1,788
Yauvani Mandal,53,1,Student,30272,6357,2,71,49,86,43,0,0,0,727
Hardik Minhas,28,2,Self-Employed,20866,12102,0,57,51,79,16,0,0,0,631
Jatin Agarwal,54,1,Salaried,26161,1831,1,92,54,95,39,0,0,0,764
Chanchal Kaul,54,1,Self-Employed,41349,14472,0,21,45,84,7,0,0,0,767
Christopher Bhardwaj,44,1,Self-Employed,41072,15607,1,94,53,72,31,0,0,0,637
Champak Mohan,22,2,Salaried,17722,2126,0,72,48,86,11,0,0,0,712
Priya Barad,28,1,Salaried,23094,12239,1,91,46,88,9,0,0,0,615
Dakshesh Kashyap,45,2,Salaried,32801,20008,2,90,53,95,44,0,0,0,633
Triya Ghosh,50,3,Salaried,27775,9999,2,15,55,93,12,0,0,0,762
Bhavani Prabhu,52,3,Salaried,21714,2388,1,66,43,78,13,0,0,0,744
Nikita Chahal,50,3,Salaried,32287,0,2,97,55,94,15,1,91647,1,754
Bishakha Sachdev,27,3,Student,19094,381,0,42,46,88,47,0,0,0,775
Damyanti Dara,44,1,Self-Employed,28110,13492,2,71,49,78,34,0,0,0,642
Ikbal Raghavan,29,3,Self-Employed,23220,464,0,14,46,85,26,0,0,0,800
Yahvi Gara,36,2,Salaried,15088,603,0,13,42,91,16,1,469643,0,871
Rachita Prabhu,22,1,Salaried,11693,6781,2,43,50,70,34,0,0,0,597
Yatin Maharaj,55,2,Student,63306,13927,1,33,59,76,46,0,0,0,756
Saksham Pathak,54,1,Salaried,11921,1788,2,52,53,90,7,1,262444,0,818
Anirudh Ravi,42,1,Self-Employed,22882,10068,2,49,45,93,42,0,0,0,699
Azaan Yohannan,39,2,Self-Employed,23804,2856,1,22,47,77,37,0,0,0,763
Parth Dutta,41,1,Salaried,23332,13999,0,71,44,89,11,0,0,0,655
Janani Srivastava,32,1,Salaried,34240,7532,1,82,60,78,49,0,0,0,673
Megha Rastogi,31,3,Salaried,18242,10397,1,82,58,98,7,1,213414,0,691
Reva Lad,39,1,Student,18984,7024,5,98,63,70,16,0,0,0,583
Vedhika Varma,26,3,Salaried,23083,8079,0,64,48,99,39,0,0,0,707
Luke Memon,34,1,Self-Employed,10000,3000,0,49,44,87,20,0,0,0,721
Janya Zacharia,53,3,Self-Employed,13422,5503,0,49,38,71,42,0,0,0,699
Inaya Dutta,58,2,Salaried,40981,20490,4,46,46,84,10,0,0,0,678
Naveen Kapoor,33,2,Self-Employed,16906,845,1,78,59,81,7,0,0,0,719
Pooja Borde,46,2,Self-Employed,10000,600,1,85,52,95,36,0,0,0,759
Vaishnavi Ratta,34,3,Salaried,10078,2721,1,92,57,98,23,1,471253,0,746
Hritik Wable,44,1,Salaried,14396,7485,2,74,69,81,16,0,0,0,637
Yochana Banik,21,2,Salaried,16784,2517,0,58,51,76,43,0,0,0,699
Sanaya Kumer,50,1,Self-Employed,17284,10888,0,85,64,73,16,0,0,0,618
Isha Kala,30,3,Student,43957,9230,2,16,47,76,27,0,0,0,724
Faris Shukla,30,1,Self-Employed,25290,6828,2,13,53,99,7,0,0,0,761
Warhi Prashad,48,1,Salaried,39619,4754,0,99,39,92,37,0,0,0,741
Alexander Chaudry,24,2,Salaried,25740,13384,0,74,44,83,15,0,0,0,628
Samesh Lad,34,2,Salaried,27268,13634,0,19,65,93,33,0,0,0,723
Vamakshi Arya,32,2,Self-Employed,18824,11106,2,66,45,81,31,0,0,0,611
Januja Pingle,58,1,Salaried,39094,8600,0,67,59,81,25,0,0,0,747
Sachi Sharma,57,2,Salaried,12957,8940,0,92,62,89,32,0,0,0,643
Brijesh Taneja,30,1,Salaried,20199,13129,0,11,44,93,13,0,0,0,695
Anay Pandit,47,3,Salaried,11347,1021,0,74,57,76,24,1,494040,1,788
Yatan Gupta,32,2,Self-Employed,29142,13696,1,26,42,81,21,0,0,0,685
Lakshmi Hegde,42,1,Salaried,47501,23750,1,24,46,80,44,0,0,0,696
Lohit Iyer,24,3,Salaried,27771,17218,1,61,54,82,34,0,0,0,609
Nilima Sura,49,1,Salaried,10000,400,0,20,52,73,21,0,0,0,799
Pratyush Kulkarni,56,3,Self-Employed,68205,2046,2,83,56,74,18,1,472402,1,782
Zansi Om,34,2,Salaried,19298,9841,0,55,50,82,10,0,0,0,663
Unnati Sachdeva,32,2,Self-Employed,30766,19997,0,76,51,75,23,0,0,0,597
Om Bhasin,40,1,Student,22737,227,0,30,49,97,17,0,0,0,828
Yashvi Wali,43,2,Salaried,16291,7330,0,16,43,75,38,0,0,0,715
Kashish Chaudry,42,1,Self-Employed,12061,844,2,64,56,91,19,1,219818,1,804
Farhan Menon,54,3,Salaried,29029,10740,2,70,44,91,45,1,372822,0,758
Bachittar Gupta,41,1,Salaried,35495,1774,3,80,58,94,21,0,0,0,736
Radhika Ravi,29,1,Salaried,15768,1734,0,88,54,70,27,0,0,0,678
Ishani Khare,30,2,Salaried,10938,1203,2,62,42,84,7,0,0,0,714
Dalbir Kulkarni,30,3,Salaried,18946,8715,0,61,60,76,28,0,0,0,649
Dhriti Sankar,50,2,Self-Employed,53200,5320,2,95,65,94,36,0,0,0,736
Bhavani Kala,53,2,Salaried,33194,1327,2,84,42,72,15,0,0,0,720
Farhan Dash,22,1,Salaried,20611,1648,0,58,50,84,11,0,0,0,730
Yashawini Doshi,52,1,Salaried,12421,4471,1,67,51,93,20,0,0,0,723
Yochana Kata,37,1,Student,25658,16677,1,40,47,91,7,1,248510,1,713
Patrick Thakur,48,1,Self-Employed,42526,28067,0,40,59,78,27,0,0,0,664
Lohit Shankar,37,3,Salaried,24054,13470,1,92,63,98,49,0,0,0,643
Dalaja Parmar,34,1,Salaried,24891,11449,0,37,51,86,16,0,0,0,699
Garima Bath,30,1,Salaried,32391,20730,1,45,49,94,49,0,0,0,655
Azad Walia,54,3,Self-Employed,22168,13965,1,66,57,76,19,1,439002,0,690
Aarini Mallick,34,3,Salaried,17223,8267,1,22,55,70,26,0,0,0,668
Advik Mitra,37,2,Salaried,26934,8618,4,82,46,91,27,0,0,0,657
Kabir Chahal,57,1,Salaried,30288,19081,0,36,57,96,7,0,0,0,725
Ubika Barad,42,2,Self-Employed,28641,18616,0,82,49,90,19,0,0,0,638
Krishna Patel,38,1,Salaried,12827,5130,0,72,41,76,44,0,0,0,663
Quincy Kapadia,55,2,Salaried,23854,13596,1,92,53,71,44,0,0,0,617
Saksham Kapadia,38,1,Self-Employed,10000,6899,3,95,56,86,43,0,0,0,572
Guneet Mukhopadhyay,50,1,Salaried,23680,10182,2,69,53,98,38,1,113241,1,704
Samaksh Nazareth,57,1,Salaried,21820,10037,1,39,38,78,17,0,0,0,710
Janya Chopra,26,2,Salaried,26882,16129,0,74,46,86,45,0,0,0,621
Champak Chaudhari,35,1,Salaried,16946,8981,1,86,55,87,13,1,220577,0,680
Nathan Magar,55,1,Salaried,28837,17302,1,54,50,72,25,0,0,0,651
Advaith Barad,46,2,Salaried,35397,19468,3,97,44,84,43,0,0,0,607
Nirja Tripathi,47,1,Salaried,19951,10973,3,50,52,75,28,1,277009,0,688
Vihaan Narasimhan,50,1,Salaried,10425,6359,1,46,49,96,34,0,0,0,697
